Node Name,Mass
MAIN.140,0.001846222
MAIN.141,0.001846222
MAIN.142,0.001153889
MAIN.143,0.001846222
MAIN.144,0.000847845
MAIN.145,0.000847845
MAIN.146,0.0003414338
MAIN.147,0.001846222
MAIN.148,0.001846222
MAIN.149,0.001846222
MAIN.15,0.0006828677
MAIN.150,0.001846222
MAIN.151,0.001846222
MAIN.152,0.002069333
MAIN.153,0.001846222
MAIN.154,0.001846222
MAIN.155,0.001846222
MAIN.156,0.001846222
MAIN.157,0.001153889
MAIN.158,0.001846222
MAIN.159,0.000847845
MAIN.16,0.0006828677
MAIN.160,0.000847845
MAIN.161,0.0009231111
MAIN.162,0.0009231111
MAIN.163,0.0009231111
MAIN.164,0.0009231111
MAIN.165,0.0009231111
MAIN.166,0.001034667
MAIN.167,0.0009231111
MAIN.168,0.0009231111
MAIN.169,0.0009231111
MAIN.170,0.0009231111
MAIN.171,0.0005769445
MAIN.172,0.0009231111
MAIN.173,0.0004239225
MAIN.174,0.001846222
MAIN.175,0.001846222
MAIN.176,0.001846222
MAIN.177,0.001846222
MAIN.178,0.001846222
MAIN.179,0.002069333
MAIN.18,0.0003414338
MAIN.180,0.001846222
MAIN.181,0.001846222
MAIN.182,0.001846222
MAIN.183,0.001846222
MAIN.184,0.001153889
MAIN.185,0.001846222
MAIN.186,0.0004239225
MAIN.187,0.003692444
MAIN.188,0.003692444
MAIN.189,0.003692444
MAIN.19,0.0003414338
MAIN.190,0.003692444
MAIN.191,0.003692444
MAIN.192,0.004138667
MAIN.193,0.003692444
MAIN.194,0.003692444
MAIN.195,0.003692444
MAIN.196,0.003692444
MAIN.197,0.002307778
MAIN.198,0.003692444
MAIN.199,0.000847845
MAIN.2,0.0003414338
MAIN.20,0.0003414338
MAIN.200,0.000847845
MAIN.201,0.0003414338
MAIN.202,0.003692444
MAIN.203,0.003692444
MAIN.204,0.003692444
MAIN.205,0.003692444
MAIN.206,0.003692444
MAIN.207,0.004138667
MAIN.208,0.003692444
MAIN.209,0.003692444
MAIN.21,0.0003414338
MAIN.210,0.003692444
MAIN.211,0.003692444
MAIN.212,0.002307778
MAIN.213,0.003692444
MAIN.214,0.000847845
MAIN.215,0.000847845
MAIN.216,0.001846222
MAIN.217,0.001846222
MAIN.218,0.001846222
MAIN.219,0.001846222
MAIN.22,0.0003414338
MAIN.220,0.001846222
MAIN.221,0.002069333
MAIN.222,0.001846222
MAIN.223,0.001846222
MAIN.224,0.001846222
MAIN.225,0.001846222
MAIN.226,0.001153889
MAIN.227,0.001846222
MAIN.228,0.0004239225
MAIN.229,0.001846222
MAIN.23,0.0003414338
MAIN.230,0.001846222
MAIN.231,0.001846222
MAIN.232,0.001846222
MAIN.233,0.001846222
MAIN.234,0.002069333
MAIN.235,0.001846222
MAIN.236,0.001846222
MAIN.237,0.001846222
MAIN.238,0.001846222
MAIN.239,0.001153889
MAIN.24,0.0003414338
MAIN.240,0.001846222
MAIN.241,0.0006828677
MAIN.25,0.0009231111
MAIN.26,0.0009231111
MAIN.27,0.0009231111
MAIN.28,0.0009231111
MAIN.29,0.0009231111
MAIN.3,0.0003414338
MAIN.30,0.001034667
MAIN.31,0.0009231111
MAIN.32,0.0009231111
MAIN.33,0.0009231111
MAIN.34,0.0009231111
MAIN.35,0.0005769445
MAIN.36,0.0009231111
MAIN.37,0.0004239225
MAIN.38,0.0004239225
MAIN.39,0.0003414338
MAIN.4,0.0004239225
MAIN.40,0.0003414338
MAIN.41,0.0003414338
MAIN.42,0.003692444
MAIN.43,0.003692444
MAIN.44,0.003692444
MAIN.45,0.003692444
MAIN.46,0.003692444
MAIN.47,0.004138667
MAIN.48,0.003692444
MAIN.49,0.003692444
MAIN.5,0.0004239225
MAIN.50,0.003692444
MAIN.51,0.003692444
MAIN.52,0.002307778
MAIN.53,0.003692444
MAIN.54,0.003692444
MAIN.55,0.003692444
MAIN.56,0.003692444
MAIN.57,0.003692444
MAIN.58,0.004138667
MAIN.59,0.003692444
MAIN.6,0.0006828677
MAIN.60,0.003692444
MAIN.61,0.003692444
MAIN.62,0.003692444
MAIN.63,0.002307778
MAIN.64,0.003692444
MAIN.65,0.0006828677
MAIN.66,0.001846222
MAIN.67,0.001846222
MAIN.68,0.001846222
MAIN.69,0.001846222
MAIN.7,0.0003414338
MAIN.70,0.001846222
MAIN.71,0.002069333
MAIN.72,0.001846222
MAIN.73,0.001846222
MAIN.74,0.001846222
MAIN.75,0.001846222
MAIN.76,0.001153889
MAIN.77,0.0009231111
MAIN.78,0.0009231111
MAIN.79,0.0009231111
MAIN.8,0.0004239225
MAIN.80,0.0009231111
MAIN.81,0.0009231111
MAIN.82,0.001034667
MAIN.83,0.0009231111
MAIN.84,0.0009231111
MAIN.85,0.0009231111
MAIN.86,0.0009231111
MAIN.87,0.0005769445
MAIN.88,0.0009231111
MAIN.89,0.0006828677
MAIN.9,0.0006828677
MAIN.90,0.001846222
MAIN.91,0.001846222
MAIN.92,0.001846222
MAIN.93,0.001846222
MAIN.94,0.001846222
MAIN.95,0.002069333
MAIN.96,0.001846222
MAIN.97,0.001846222
MAIN.98,0.001846222
MAIN.99,0.001846222
OUTER_BOARD.1,0.0007661822
OUTER_BOARD.10,0.003064729
OUTER_BOARD.100,0.001532364
OUTER_BOARD.101,0.003064729
OUTER_BOARD.102,0.003064729
OUTER_BOARD.103,0.003064729
OUTER_BOARD.104,0.003064729
OUTER_BOARD.105,0.003064729
OUTER_BOARD.106,0.003064729
OUTER_BOARD.107,0.003064729
OUTER_BOARD.108,0.003064729
OUTER_BOARD.109,0.003064729
OUTER_BOARD.11,0.003064729
OUTER_BOARD.110,0.003064729
OUTER_BOARD.111,0.003064729
OUTER_BOARD.112,0.003064729
OUTER_BOARD.113,0.003064729
OUTER_BOARD.114,0.003064729
OUTER_BOARD.115,0.001532364
OUTER_BOARD.116,0.001532364
OUTER_BOARD.117,0.001532364
OUTER_BOARD.118,0.001532364
OUTER_BOARD.119,0.001532364
OUTER_BOARD.12,0.001532364
OUTER_BOARD.120,0.001532364
OUTER_BOARD.121,0.001532364
OUTER_BOARD.122,0.001532364
OUTER_BOARD.123,0.001532364
OUTER_BOARD.124,0.001532364
OUTER_BOARD.125,0.001532364
OUTER_BOARD.126,0.001532364
OUTER_BOARD.127,0.001532364
OUTER_BOARD.128,0.001532364
OUTER_BOARD.13,0.0007661822
OUTER_BOARD.14,0.001532364
OUTER_BOARD.15,0.001532364
OUTER_BOARD.16,0.0007661822
OUTER_BOARD.17,0.0007661822
OUTER_BOARD.18,0.0007661822
OUTER_BOARD.19,0.0007661822
OUTER_BOARD.2,0.001532364
OUTER_BOARD.20,0.0007661822
OUTER_BOARD.21,0.0007661822
OUTER_BOARD.22,0.0007661822
OUTER_BOARD.23,0.0007661822
OUTER_BOARD.24,0.003064729
OUTER_BOARD.25,0.003064729
OUTER_BOARD.26,0.003064729
OUTER_BOARD.27,0.003064729
OUTER_BOARD.28,0.003064729
OUTER_BOARD.29,0.003064729
OUTER_BOARD.3,0.001532364
OUTER_BOARD.30,0.003064729
OUTER_BOARD.31,0.003064729
OUTER_BOARD.32,0.003064729
OUTER_BOARD.33,0.003064729
OUTER_BOARD.34,0.003064729
OUTER_BOARD.35,0.003064729
OUTER_BOARD.36,0.003064729
OUTER_BOARD.37,0.003064729
OUTER_BOARD.38,0.001532364
OUTER_BOARD.39,0.001532364
OUTER_BOARD.4,0.0007661822
OUTER_BOARD.40,0.001532364
OUTER_BOARD.41,0.001532364
OUTER_BOARD.42,0.001532364
OUTER_BOARD.43,0.001532364
OUTER_BOARD.44,0.001532364
OUTER_BOARD.45,0.0007661822
OUTER_BOARD.46,0.0007661822
OUTER_BOARD.47,0.0007661822
OUTER_BOARD.48,0.0007661822
OUTER_BOARD.49,0.0007661822
OUTER_BOARD.5,0.001532364
OUTER_BOARD.50,0.0007661822
OUTER_BOARD.51,0.0007661822
OUTER_BOARD.52,0.001532364
OUTER_BOARD.53,0.001532364
OUTER_BOARD.54,0.001532364
OUTER_BOARD.55,0.001532364
OUTER_BOARD.56,0.001532364
OUTER_BOARD.57,0.001532364
OUTER_BOARD.58,0.001532364
OUTER_BOARD.59,0.001532364
OUTER_BOARD.6,0.003064729
OUTER_BOARD.60,0.001532364
OUTER_BOARD.61,0.001532364
OUTER_BOARD.62,0.001532364
OUTER_BOARD.63,0.001532364
OUTER_BOARD.64,0.001532364
OUTER_BOARD.65,0.001532364
OUTER_BOARD.66,0.0007661822
OUTER_BOARD.67,0.0007661822
OUTER_BOARD.68,0.0007661822
OUTER_BOARD.69,0.0007661822
OUTER_BOARD.7,0.003064729
OUTER_BOARD.70,0.0007661822
OUTER_BOARD.71,0.0007661822
OUTER_BOARD.72,0.0007661822
OUTER_BOARD.73,0.001532364
OUTER_BOARD.74,0.001532364
OUTER_BOARD.75,0.001532364
OUTER_BOARD.76,0.001532364
OUTER_BOARD.77,0.001532364
OUTER_BOARD.78,0.001532364
OUTER_BOARD.79,0.001532364
OUTER_BOARD.8,0.001532364
OUTER_BOARD.80,0.001532364
OUTER_BOARD.81,0.001532364
OUTER_BOARD.82,0.001532364
OUTER_BOARD.83,0.001532364
OUTER_BOARD.84,0.001532364
OUTER_BOARD.85,0.001532364
OUTER_BOARD.86,0.001532364
OUTER_BOARD.87,0.0007661822
OUTER_BOARD.88,0.0007661822
OUTER_BOARD.89,0.0007661822
OUTER_BOARD.9,0.001532364
OUTER_BOARD.90,0.0007661822
OUTER_BOARD.91,0.0007661822
OUTER_BOARD.92,0.0007661822
OUTER_BOARD.93,0.0007661822
OUTER_BOARD.94,0.001532364
OUTER_BOARD.95,0.001532364
OUTER_BOARD.96,0.001532364
OUTER_BOARD.97,0.001532364
OUTER_BOARD.98,0.001532364
OUTER_BOARD.99,0.001532364
SOLAR_PANEL.1,0.0001244541
SOLAR_PANEL.10,0.0001244541
SOLAR_PANEL.100,0.0002489082
SOLAR_PANEL.101,0.0002489082
SOLAR_PANEL.102,0.0002489082
SOLAR_PANEL.103,0.0002489082
SOLAR_PANEL.104,0.0002489082
SOLAR_PANEL.105,0.0002489082
SOLAR_PANEL.106,0.0002489082
SOLAR_PANEL.107,0.0002489082
SOLAR_PANEL.108,0.0002489082
SOLAR_PANEL.109,0.0002489082
SOLAR_PANEL.11,0.0001244541
SOLAR_PANEL.110,0.0002489082
SOLAR_PANEL.111,0.0002489082
SOLAR_PANEL.112,0.0002489082
SOLAR_PANEL.113,0.0002489082
SOLAR_PANEL.114,0.0001244541
SOLAR_PANEL.115,0.0001244541
SOLAR_PANEL.116,0.0001244541
SOLAR_PANEL.117,0.0001244541
SOLAR_PANEL.118,0.0001244541
SOLAR_PANEL.119,0.0001244541
SOLAR_PANEL.12,0.0001244541
SOLAR_PANEL.120,0.0001244541
SOLAR_PANEL.121,0.0001244541
SOLAR_PANEL.122,0.0001244541
SOLAR_PANEL.123,0.0001244541
SOLAR_PANEL.124,0.0001244541
SOLAR_PANEL.125,0.0001244541
SOLAR_PANEL.126,0.0001244541
SOLAR_PANEL.127,0.0001244541
SOLAR_PANEL.128,0.0001244541
SOLAR_PANEL.13,0.0001244541
SOLAR_PANEL.14,0.0001244541
SOLAR_PANEL.15,0.0001244541
SOLAR_PANEL.16,0.0001244541
SOLAR_PANEL.17,0.0001244541
SOLAR_PANEL.18,0.0001244541
SOLAR_PANEL.19,0.0001244541
SOLAR_PANEL.2,0.0002489082
SOLAR_PANEL.20,0.0001244541
SOLAR_PANEL.21,0.0001244541
SOLAR_PANEL.22,0.0001244541
SOLAR_PANEL.23,0.0001244541
SOLAR_PANEL.24,0.0002489082
SOLAR_PANEL.25,0.0002489082
SOLAR_PANEL.26,0.0002489082
SOLAR_PANEL.27,0.0002489082
SOLAR_PANEL.28,0.0002489082
SOLAR_PANEL.29,0.0002489082
SOLAR_PANEL.3,0.0002489082
SOLAR_PANEL.30,0.0002489082
SOLAR_PANEL.31,0.0002489082
SOLAR_PANEL.32,0.0002489082
SOLAR_PANEL.33,0.0002489082
SOLAR_PANEL.34,0.0002489082
SOLAR_PANEL.35,0.0002489082
SOLAR_PANEL.36,0.0002489082
SOLAR_PANEL.37,0.0002489082
SOLAR_PANEL.38,0.0002489082
SOLAR_PANEL.39,0.0002489082
SOLAR_PANEL.4,0.0001244541
SOLAR_PANEL.40,0.0002489082
SOLAR_PANEL.41,0.0002489082
SOLAR_PANEL.42,0.0002489082
SOLAR_PANEL.43,0.0002489082
SOLAR_PANEL.44,0.0002489082
SOLAR_PANEL.45,0.0002489082
SOLAR_PANEL.46,0.0002489082
SOLAR_PANEL.47,0.0002489082
SOLAR_PANEL.48,0.0002489082
SOLAR_PANEL.49,0.0002489082
SOLAR_PANEL.5,0.0001244541
SOLAR_PANEL.50,0.0002489082
SOLAR_PANEL.51,0.0002489082
SOLAR_PANEL.52,0.0002489082
SOLAR_PANEL.53,0.0002489082
SOLAR_PANEL.54,0.0001244541
SOLAR_PANEL.55,0.0001244541
SOLAR_PANEL.56,0.0001244541
SOLAR_PANEL.57,0.0001244541
SOLAR_PANEL.58,0.0001244541
SOLAR_PANEL.59,0.0001244541
SOLAR_PANEL.6,0.0002489082
SOLAR_PANEL.60,0.0001244541
SOLAR_PANEL.61,0.0001244541
SOLAR_PANEL.62,0.0001244541
SOLAR_PANEL.63,0.0001244541
SOLAR_PANEL.64,0.0001244541
SOLAR_PANEL.65,0.0001244541
SOLAR_PANEL.66,0.0001244541
SOLAR_PANEL.67,0.0001244541
SOLAR_PANEL.68,0.0001244541
SOLAR_PANEL.69,0.0001244541
SOLAR_PANEL.7,0.0002489082
SOLAR_PANEL.70,0.0001244541
SOLAR_PANEL.71,0.0001244541
SOLAR_PANEL.72,0.0001244541
SOLAR_PANEL.73,0.0001244541
SOLAR_PANEL.74,0.0001244541
SOLAR_PANEL.75,0.0001244541
SOLAR_PANEL.76,0.0001244541
SOLAR_PANEL.77,0.0001244541
SOLAR_PANEL.78,0.0001244541
SOLAR_PANEL.79,0.0001244541
SOLAR_PANEL.8,0.0001244541
SOLAR_PANEL.80,0.0001244541
SOLAR_PANEL.81,0.0001244541
SOLAR_PANEL.82,0.0001244541
SOLAR_PANEL.83,0.0001244541
SOLAR_PANEL.84,0.0002489082
SOLAR_PANEL.85,0.0002489082
SOLAR_PANEL.86,0.0002489082
SOLAR_PANEL.87,0.0002489082
SOLAR_PANEL.88,0.0002489082
SOLAR_PANEL.89,0.0002489082
SOLAR_PANEL.9,0.0001244541
SOLAR_PANEL.90,0.0002489082
SOLAR_PANEL.91,0.0002489082
SOLAR_PANEL.92,0.0002489082
SOLAR_PANEL.93,0.0002489082
SOLAR_PANEL.94,0.0002489082
SOLAR_PANEL.95,0.0002489082
SOLAR_PANEL.96,0.0002489082
SOLAR_PANEL.97,0.0002489082
SOLAR_PANEL.98,0.0002489082
SOLAR_PANEL.99,0.0002489082
